image_id,prompt,caption,canonical_objects
555972,<CAPTION>,A vase with two purple flowers in it on a table.,vase
171757,<CAPTION>,A group of people standing in a living room playing a video game.,person
534601,<CAPTION>,A white teddy bear sitting on top of a bed.,"teddy bear,bed"
427500,<CAPTION>,A fire hydrant on the side of the street.,fire hydrant
394611,<CAPTION>,Two giraffes are standing in a grassy field.,giraffe
37670,<CAPTION>,A person holding a remote control over a toilet.,"person,remote,toilet"
64898,<CAPTION>,Two young boys are boogie boarding in the ocean.,person
82688,<CAPTION>,An older couple playing a video game together.,
523782,<CAPTION>,A red bird sitting on the side mirror of a car.,"bird,car"
561679,<CAPTION>,A street sign that says street maintenance this block on Wednesday.,
446574,<CAPTION>,"A bathroom with a toilet, tub and shower curtain.",toilet
499622,<CAPTION>,A police officer riding a motorcycle down a street.,motorcycle
125245,<CAPTION>,A group of fish swimming in an aquarium.,
239843,<CAPTION>,A stop sign with two street signs on top of it.,stop sign
416104,<CAPTION>,A group of people sitting at tables under umbrellas.,"person,umbrella"
119516,<CAPTION>,A woman standing on the side of a street at night.,person
364166,<CAPTION>,Two zebras are standing in a grassy field.,zebra
172648,<CAPTION>,A man standing next to a truck in front of a store.,"person,truck"
117914,<CAPTION>,"A bathroom with a toilet, bathtub and a wire basket.",toilet
570539,<CAPTION>,A man in a hat is looking out of a bus window.,"person,bus"
389109,<CAPTION>,A pizza sitting on top of a white plate on a table.,pizza
263299,<CAPTION>,A train traveling through a lush green forest.,train
25096,<CAPTION>,A young boy cutting a cake with a knife.,"person,cake,knife"
546829,<CAPTION>,A white dog sitting on top of a wooden bench.,"dog,bench"
475064,<CAPTION>,A person holding up a pastry in front of a store.,person
43435,<CAPTION>,Two surfers are riding the waves in the ocean.,
329319,<CAPTION>,A cat sitting on top of a wooden bench.,"cat,bench"
532071,<CAPTION>,A large brown bear laying on top of a lush green field.,bear
415238,<CAPTION>,A painting of a vase of flowers on a table.,vase
469067,<CAPTION>,A woman laying in bed with a cat.,"person,bed,cat"
545958,<CAPTION>,A cow standing in front of a blue door.,cow
209972,<CAPTION>,A sailboat sitting on top of a beach next to the ocean.,
474167,<CAPTION>,A person sitting at a table with a basket of pizza and a bottle of soda.,"person,pizza,bottle"
126216,<CAPTION>,A herd of elephants walking through a forest.,elephant
61171,<CAPTION>,A horse and several cows eating hay together.,"horse,cow"
170955,<CAPTION>,A man in a suit and tie walking past a building.,"person,tie"
565045,<CAPTION>,A little girl standing in a bathroom next to a shower.,person
66038,<CAPTION>,A man and a woman standing under umbrellas on a beach.,"person,umbrella"
437514,<CAPTION>,A wooden bench sitting next to a potted tree.,bench
475732,<CAPTION>,A cat wearing a blue baseball cap on its head.,cat
488075,<CAPTION>,A living room with two chairs and a table with a bowl of fruit.,"chair,bowl"
486104,<CAPTION>,A baseball player holding a bat on top of a field.,
27696,<CAPTION>,A person cutting a pizza with a knife and fork.,"person,pizza,knife,fork"
370042,<CAPTION>,A pile of pottery sitting outside of a building.,
279730,<CAPTION>,A person holding a hot dog in their hand.,"person,hot dog"
118405,<CAPTION>,A street sign on a pole in front of a building.,
294783,<CAPTION>,"A large room with a bed, bookshelf and wooden floors.",bed
293390,<CAPTION>,A bathroom sink with a marble top and wooden cabinets.,sink
36861,<CAPTION>,A parking meter on the side of the street.,parking meter
415536,<CAPTION>,A bus driving down the road in the rain.,bus
329323,<CAPTION>,A group of people standing around each other.,person
35197,<CAPTION>,A man riding a skateboard on top of a ramp.,"person,skateboard"
325991,<CAPTION>,A man in a red shirt is throwing a frisbee.,"person,frisbee"
228436,<CAPTION>,A bicycle chained to a fence by a river.,bicycle
520077,<CAPTION>,A stack of books sitting on top of a desk.,book
292236,<CAPTION>,A group of men standing next to each other near train tracks.,"person,train"
395801,<CAPTION>,A woman sitting on a bench next to a woman walking a dog.,"person,bench,dog"
407298,<CAPTION>,A young boy holding a baseball and a catchers mitt.,"person,baseball glove"
519611,<CAPTION>,A polar bear standing on a rock with its mouth open.,bear
191471,<CAPTION>,A stop sign in front of some buildings.,stop sign
49759,<CAPTION>,A group of men playing a game of volleyball.,person
190648,<CAPTION>,A bedroom with a bed covered in dirty sheets.,bed
166747,<CAPTION>,A horse pulling a double decker bus with people on it.,"horse,bus,person"
85195,<CAPTION>,A piece of cake on a plate with a fork.,"cake,fork"
528862,<CAPTION>,A herd of giraffe standing on top of a grass covered field.,giraffe
245320,<CAPTION>,A man riding a skateboard up the side of a ramp.,"person,skateboard"
156292,<CAPTION>,A woman standing in front of a wall with clocks on it.,"person,clock"
424776,<CAPTION>,A fighter jet flying over a snow covered mountain.,airplane
92839,<CAPTION>,A polar bear laying on a rock next to water.,bear
342006,<CAPTION>,A large clock tower towering over a city next to a river.,clock
54654,<CAPTION>,A woman in a sweater is preparing food in a kitchen.,person
214753,<CAPTION>,Two people riding horses on the beach near the ocean.,"person,horse"
552775,<CAPTION>,A man standing in front of an oven filled with cookies.,"person,oven"
20992,<CAPTION>,A woman taking a bite out of a hot dog.,"person,hot dog"
397681,<CAPTION>,A collage of pictures of carrots and other vegetables.,carrot
229747,<CAPTION>,A large passenger jet flying through a gray sky.,airplane
509699,<CAPTION>,A woman sitting in a chair in front of a TV.,"person,chair,tv"
154644,<CAPTION>,A woman smoking a cigarette while talking on a cell phone.,"person,cell phone"
250619,<CAPTION>,A woman laying on a towel under an umbrella on the beach.,"person,umbrella"
252219,<CAPTION>,A homeless man with a shopping cart on a city street.,person
343466,<CAPTION>,"A kitchen with a stove, sink and window.",sink
81594,<CAPTION>,A woman standing on a wooden floor holding a black umbrella.,"person,umbrella"
290771,<CAPTION>,A living room filled with furniture and lots of windows.,
191580,<CAPTION>,A plate of food with broccoli and fish.,broccoli
133567,<CAPTION>,A man standing on the side of a road next to a train.,"person,train"
462031,<CAPTION>,A baseball player holding a bat on top of a field.,
95843,<CAPTION>,A double decker bus parked on the side of the road.,bus
577539,<CAPTION>,"A bowl of ice cream with marshmallows, chocolate, and sprinkles.",bowl
551780,<CAPTION>,"A clock on the side of a building with the word ""HU"" on it.",clock
233771,<CAPTION>,A group of people walking down a street with umbrellas.,"person,umbrella"
143931,<CAPTION>,A blue bus parked in a parking lot.,bus
34760,<CAPTION>,"A bathroom with a sink, toilet and shower.","sink,toilet"
57597,<CAPTION>,A group of young women playing a game of soccer.,person
484978,<CAPTION>,A woman sitting at a table with a plate of food.,person
329456,<CAPTION>,A group of people walking down a street.,person
441553,<CAPTION>,A crowd of people waiting to board a train at night.,"person,train"
512248,<CAPTION>,A clock on a sign in front of a jewelry store.,clock
66635,<CAPTION>,"A computer monitor, keyboard and mouse on a desk.","keyboard,mouse"
72852,<CAPTION>,A bicycle laying on the ground next to a street sign.,bicycle
1761,<CAPTION>,Two planes flying over a bridge over water.,airplane
316666,<CAPTION>,A vase of flowers sitting on a counter top.,vase
182805,<CAPTION>,A woman sitting on a blanket with two dogs.,"person,dog"
885,<CAPTION>,A man playing tennis on a tennis court.,person
531495,<CAPTION>,A harbor filled with lots of boats floating on top of water.,boat
384527,<CAPTION>,A living room filled with furniture next to a window.,
392481,<CAPTION>,A fighter jet flying through a cloudy sky.,airplane
521282,<CAPTION>,A vase filled with water and yellow flowers.,vase
227399,<CAPTION>,A small train is parked on the side of the street.,train
305695,<CAPTION>,A group of zebras grazing in a field next to a truck.,"zebra,truck"
79031,<CAPTION>,A young boy riding a red surfboard on top of a wave.,"person,surfboard"
173004,<CAPTION>,A slice of pizza sitting on top of a black plate.,pizza
210230,<CAPTION>,A woman in a military uniform is serving hot dogs.,"person,hot dog"
134034,<CAPTION>,Two horses grazing in a fenced in field.,horse
567740,<CAPTION>,Two people on skis posing for a picture on a mountain.,"person,skis"
173008,<CAPTION>,A man is eating a banana in the kitchen.,"person,banana"
507893,<CAPTION>,"A bathroom with a tub, sink, toilet and window.","sink,toilet"
499181,<CAPTION>,A parking lot with cars parked in front of a building.,car
304817,<CAPTION>,A snowboard with a pair of skis attached to it.,"snowboard,skis"
250766,<CAPTION>,"A plate of food with meat, salad and a fork and knife.","fork,knife"
228942,<CAPTION>,A silver car driving down a street at night.,car
405306,<CAPTION>,A cat laying on top of a pink blanket.,cat
33759,<CAPTION>,A young boy swinging a baseball bat at a ball.,"person,baseball bat"
122046,<CAPTION>,A woman sitting on a chair holding an umbrella.,"person,chair,umbrella"
20247,<CAPTION>,Two brown bears walking across a dirt road.,bear
32038,<CAPTION>,A large pizza sitting on top of a wooden cutting board.,pizza
95069,<CAPTION>,A large building with a clock tower on top of it.,clock
382696,<CAPTION>,A kitchen being remodeled with a lot of electrical wires.,
161879,<CAPTION>,A man riding a skateboard down the side of a rail.,"person,skateboard"
334977,<CAPTION>,A pink nokia smart phone is shown from three different angles.,cell phone
259597,<CAPTION>,A young boy holding a cell phone up to his face.,"person,cell phone"
537506,<CAPTION>,A person holding a plate with two apples on it.,"person,apple"
356387,<CAPTION>,A city street filled with lots of parked motorcycles.,motorcycle
199771,<CAPTION>,A group of people standing around a counter in a kitchen.,person
119445,<CAPTION>,A baseball player swinging a bat at a ball.,
322895,<CAPTION>,A living room filled with furniture and a flat screen TV.,tv
95155,<CAPTION>,A man riding a snowboard down a snow covered slope.,"person,snowboard"
502910,<CAPTION>,A street sign pointing to the right on a sidewalk.,
442746,<CAPTION>,A woman standing in a grassy field holding a green frisbee.,"person,frisbee"
408696,<CAPTION>,A man sitting on a toilet in a room.,"person,toilet"
545129,<CAPTION>,Three zebras are standing in a dirt field.,zebra
213171,<CAPTION>,A baseball player standing on a baseball field.,
133000,<CAPTION>,A train traveling down tracks next to a bridge.,train
182155,<CAPTION>,Two girls are playing a video game together.,person
231237,<CAPTION>,A vase filled with red flowers on top of a table.,vase
521405,<CAPTION>,A stuffed animal holding a toothbrush in its mouth.,toothbrush
284698,<CAPTION>,A man taking a picture of himself in the rear view mirror of a motorcycle.,"person,motorcycle"
153568,<CAPTION>,"A stop sign with a sign on it that says ""All Vehicles Do Not Proceed Further Thank You"".",stop sign
357501,<CAPTION>,A pair of scissors sitting on top of a pile of confetti.,scissors
549136,<CAPTION>,A teddy bear sitting on top of a metal pole.,teddy bear
319369,<CAPTION>,A group of people standing under a sign that says Rentals.,person
142324,<CAPTION>,A man riding a motorcycle down a crowded street.,"person,motorcycle"
246963,<CAPTION>,A group of bikers riding down the road on their motorcycles.,motorcycle
161820,<CAPTION>,A large bunch of green bananas sitting on top of a table.,banana
331817,<CAPTION>,A table topped with dishes of food and drinks.,
13729,<CAPTION>,A group of people standing in a living room playing a game.,person
13201,<CAPTION>,A man with long hair doing a trick on a skateboard.,"person,skateboard"
185250,<CAPTION>,A man playing frisbee with a dog in a field.,"person,frisbee,dog"
4134,<CAPTION>,Two men shaking hands in a large room.,person
363207,<CAPTION>,A bride and groom cutting their wedding cake.,cake
551350,<CAPTION>,A park bench under a tree in a park.,bench
88218,<CAPTION>,A traffic light with street signs on top of it.,traffic light
111951,<CAPTION>,"A bathroom with two sinks, a toilet and a shower.","sink,toilet"
73118,<CAPTION>,Two teddy bears sitting next to each other.,teddy bear
159311,<CAPTION>,Two zebras are grazing in a grassy field.,zebra
412286,<CAPTION>,A man swinging a tennis racquet at a tennis ball.,"person,tennis racket,sports ball"
442161,<CAPTION>,A group of people standing next to each other holding wine glasses.,"person,wine glass"
561335,<CAPTION>,Two green boats sitting in the middle of a forest.,boat
421757,<CAPTION>,Two boats floating on top of a body of water.,boat
190676,<CAPTION>,A group of people standing around an airplane on a runway.,"person,airplane"
174482,<CAPTION>,A blue bike parked on the side of a street.,bicycle
303499,<CAPTION>,Two men in red coats riding on horses.,"person,horse"
292155,<CAPTION>,A colorful striped umbrella with the sun shining through it.,umbrella
348243,<CAPTION>,A black horse standing on top of a grass covered field.,horse
198489,<CAPTION>,A little girl playing with an upside down umbrella.,"person,umbrella"
154339,<CAPTION>,A close up view of a pressure gauge.,
410878,<CAPTION>,A motorcycle parked on a gravel road near a grassy field.,motorcycle
482719,<CAPTION>,A bowl of plums and bananas on a table.,"bowl,banana"
209757,<CAPTION>,A man riding a skateboard down the side of a rail.,"person,skateboard"
563349,<CAPTION>,A man flying through the air while riding a snowboard.,"person,snowboard"
27972,<CAPTION>,A man riding a wave on top of a surfboard.,"person,surfboard"
63047,<CAPTION>,A man holding a cup and a paper bag.,"person,cup"
129812,<CAPTION>,A person on skis jumping in the air.,"person,skis"
230008,<CAPTION>,A police officer sitting on a motorcycle in front of a car.,"motorcycle,car"
295797,<CAPTION>,A clock tower with a weather vane on top.,clock
468332,<CAPTION>,A man holding a little girl in front of a cake.,"person,cake"
7795,<CAPTION>,A bedroom with two beds and two lamps.,bed
365095,<CAPTION>,A man kicking a soccer ball across a field.,"person,sports ball"
126107,<CAPTION>,A seagull flying over a beach next to the ocean.,
231879,<CAPTION>,A woman holding a cake while a man holds a baby.,"person,cake"
320632,<CAPTION>,A group of zebras are standing together in a field.,zebra
9891,<CAPTION>,Two men unloading luggage from a car in a parking garage.,"person,suitcase,car"
385190,<CAPTION>,A street corner with a crosswalk and a building with a mural of a man on it.,person
328117,<CAPTION>,A tray of fried doughnuts with tongs in it.,donut
159791,<CAPTION>,A white refrigerator covered in magnets in a kitchen.,refrigerator
231088,<CAPTION>,A group of umbrellas hanging from a wire in the air.,umbrella
33368,<CAPTION>,A man holding a tennis racquet on a tennis court.,"person,tennis racket"
398652,<CAPTION>,A glass table topped with lots of potted plants.,potted plant
25986,<CAPTION>,A kitchen counter topped with plates of food and a bowl of vegetables.,bowl
281414,<CAPTION>,A woman sitting on a brick wall looking at her cell phone.,"person,cell phone"
409198,<CAPTION>,A man in a red hat is holding a white frisbee.,"person,frisbee"
446703,<CAPTION>,A teddy bear laying on the ground in a wooden frame.,teddy bear
385997,<CAPTION>,A dog is sleeping in a dog bed in a living room.,"dog,bed"
486112,<CAPTION>,A man is spraying water on an elephant.,"person,elephant"
303818,<CAPTION>,A group of people crossing a street in front of a bus.,"person,bus"
565989,<CAPTION>,A building with a clock on top of it.,clock
570756,<CAPTION>,A group of people flying kites on a beach.,"person,kite"
234366,<CAPTION>,A clock tower sitting in the middle of a street.,clock
289222,<CAPTION>,A traffic light with a man riding a horse on it,"traffic light,person,horse"
175438,<CAPTION>,A clock on a pole in the middle of a street.,clock
190236,<CAPTION>,An office cubicle with a lot of clutter on it.,
271728,<CAPTION>,A cat sitting on a couch next to a remote control.,"cat,couch,remote"
476491,<CAPTION>,A narrow city street with a yellow pedestrian crossing sign.,person
98018,<CAPTION>,A dirty kitchen with a stove and a door.,
340451,<CAPTION>,A man sitting on a park bench waving at the camera.,"person,bench"
383606,<CAPTION>,A person taking a picture of a bathroom sink.,"person,sink"
161925,<CAPTION>,Two women are preparing a pizza on a cart.,"person,pizza"
172571,<CAPTION>,A deep dish pizza on a plate with a spatula.,pizza
197022,<CAPTION>,Two pizzas sitting on top of wooden cutting boards.,pizza
390555,<CAPTION>,A group of young children posing for a picture.,person
269121,<CAPTION>,A man is playing tennis on a tennis court.,person
148957,<CAPTION>,A box of six different flavored donuts on a table.,donut
361268,<CAPTION>,A brown and white cow grazing in front of a fence.,cow
232692,<CAPTION>,A man on a surfboard riding a ramp in the water.,"person,surfboard"
25593,<CAPTION>,A street sign in a foreign language.,
183391,<CAPTION>,A man holding a tennis racquet on a tennis court.,"person,tennis racket"
561009,<CAPTION>,A brown bird sitting on top of a tree branch.,bird
344909,<CAPTION>,A fire hydrant on the side of the road.,fire hydrant
302536,<CAPTION>,A man wearing a green paper crown playing a video game.,person
543581,<CAPTION>,A dog sitting on a couch in a living room.,"dog,couch"
87476,<CAPTION>,A man helping a young boy ride a skateboard.,"person,skateboard"
332570,<CAPTION>,A person holding a cell phone in their hand.,"person,cell phone"
546011,<CAPTION>,Three zebras are standing in a grassy area.,zebra
460333,<CAPTION>,A little boy sitting on a bed in a room.,"person,bed"
519764,<CAPTION>,A cat sitting on a black chair in front of a computer.,"cat,chair"
33104,<CAPTION>,A group of people on skis in the snow.,"person,skis"
310200,<CAPTION>,A piece of breaded pastry on a plate with a fork.,fork
433243,<CAPTION>,A zebra and a giraffe standing next to each other.,"zebra,giraffe"
323263,<CAPTION>,A group of people standing on the side of a street.,person
175535,<CAPTION>,A plate with a half eaten sandwich and two small bowls of sauce.,"sandwich,bowl"
197004,<CAPTION>,A sandwich on a plate with lettuce and tomato.,sandwich
318238,<CAPTION>,A couple of dogs laying on top of a bed.,"dog,bed"
534041,<CAPTION>,A woman feeding a hot dog to a little boy.,"person,hot dog"
243075,<CAPTION>,A polar bear is looking up at the sky.,bear
180751,<CAPTION>,A man pouring wine into a glass at a bar.,person
344621,<CAPTION>,A living room with a plaid couch and a red chair.,"couch,chair"
167240,<CAPTION>,A vase sitting on a table in front of a map.,vase
351559,<CAPTION>,A traffic light in front of a tall building.,traffic light
276285,<CAPTION>,A table with a pizza and a salad on it.,pizza
98633,<CAPTION>,A white cake with strawberries on top of it.,cake
379800,<CAPTION>,A red train traveling down train tracks next to a stop sign.,"train,stop sign"
168883,<CAPTION>,A woman in a pink dress with makeup on her face is talking on a cell phone.,"person,cell phone"
554328,<CAPTION>,A black and white photo of three baseball players.,
382111,<CAPTION>,Two men are riding horses at a gas station.,"person,horse"
322724,<CAPTION>,A person on skis standing on a snowy slope.,"person,skis"
449406,<CAPTION>,A zebra standing in the middle of a rocky field.,zebra
312340,<CAPTION>,A black and white cat sitting in a pile of leaves.,cat
70229,<CAPTION>,A black teddy bear sitting on top of a wooden bench.,"teddy bear,bench"
462629,<CAPTION>,A bunch of old refrigerators sitting outside of a building.,refrigerator
396205,<CAPTION>,Two brown cows walking in a field with a castle in the background.,cow
346968,<CAPTION>,A woman in uniform talking on a cell phone.,"person,cell phone"
141671,<CAPTION>,A group of people riding motorcycles and horses on a field.,"person,motorcycle,horse"
459887,<CAPTION>,A bunch of bananas sitting in a metal bowl.,"banana,bowl"
391140,<CAPTION>,A man in a blue shirt holding a Nintendo Wii game controller.,person
121673,<CAPTION>,A man riding a wave on top of a surfboard.,"person,surfboard"
365642,<CAPTION>,A woman sitting on a toilet on the side of a street.,"person,toilet"
299355,<CAPTION>,A plate of food with broccoli and mushrooms.,broccoli
563758,<CAPTION>,A teddy bear with a red bandana around it's neck.,teddy bear
369812,<CAPTION>,A street sign on a pole on the side of the road.,
359219,<CAPTION>,Two pizzas sitting on top of a stove next to each other.,pizza
429761,<CAPTION>,Two tennis players shake hands over the net.,
453040,<CAPTION>,A white wedding cake with flowers on a table.,cake
251824,<CAPTION>,A person holding a clear plastic bag on top of a desk.,person
308430,<CAPTION>,A pan filled with vegetables on top of a stove.,
356094,<CAPTION>,A baseball player holding a bat on top of a field.,
76731,<CAPTION>,An orange pen sitting on top of a blue box.,orange
383384,<CAPTION>,A baseball player swinging a bat at a ball.,
142790,<CAPTION>,Two people on skis in the snow with trees in the background.,"person,skis"
323828,<CAPTION>,A train traveling down train tracks under a bridge.,train
312421,<CAPTION>,A briefcase with stickers on it sitting on a table.,
562561,<CAPTION>,Two dogs in a backyard looking at something.,dog
89045,<CAPTION>,A living room with a couch and a piano.,couch
32610,<CAPTION>,A table topped with laptop computers and a backpack.,"laptop,backpack"
176847,<CAPTION>,A black bird sitting on top of a tree filled with berries.,bird
390246,<CAPTION>,A surfer is riding a wave in the ocean.,
417285,<CAPTION>,Three pictures of different types of pastries and coffee.,
150224,<CAPTION>,A group of people sitting on top of a sandy beach.,person
428111,<CAPTION>,A skateboarder is doing a trick on a ramp.,
522393,<CAPTION>,A sailboat with two people on it sailing in the ocean.,person
420069,<CAPTION>,A man holding a baseball bat on top of a field.,"person,baseball bat"
193162,<CAPTION>,A man on a four wheeler with two dogs and a cow.,"person,dog,cow"
88040,<CAPTION>,A table topped with two plates of food and a bowl of fruit.,bowl
463618,<CAPTION>,A woman holding a baby next to a bird cage.,"person,bird"
157124,<CAPTION>,A white sink sitting in the middle of a kitchen.,sink
119452,<CAPTION>,A close up of a banana and oranges in a basket.,"banana,orange"
279714,<CAPTION>,"A button with a note on it that says ""Have No Fear"".",
265777,<CAPTION>,A woman sitting at a table with a pizza in front of her.,"person,pizza"
335658,<CAPTION>,A computer mouse and keyboard sitting on a desk.,"mouse,keyboard"
78823,<CAPTION>,A dog sitting on top of a car in a parking lot.,"dog,car"
316054,<CAPTION>,A train traveling down train tracks next to a lush green field.,train
500716,<CAPTION>,A man with a pair of scissors on his eye.,"person,scissors"
297830,<CAPTION>,A dog sitting on a porch next to a bottle of beer.,"dog,bottle"
530146,<CAPTION>,A plate of food that includes a sandwich and pickles.,sandwich
574520,<CAPTION>,A man riding a wave on top of a yellow surfboard.,"person,surfboard"
285,<CAPTION>,A brown bear sitting on top of a lush green field.,bear
221155,<CAPTION>,A couple of cows that are standing in the grass.,cow
567640,<CAPTION>,A group of young men playing a game of soccer.,person
513580,<CAPTION>,A man on a motorcycle and a small red airplane.,"person,motorcycle,airplane"
458109,<CAPTION>,A train traveling down train tracks next to a platform.,train
450439,<CAPTION>,"A red, white and blue kite flying in the sky.",kite
564023,<CAPTION>,A bathroom stall with a urinal and handicap bars.,
329447,<CAPTION>,A herd of cattle standing on top of a lush green field.,cow
51976,<CAPTION>,A man riding a wave on top of a surfboard.,"person,surfboard"
210394,<CAPTION>,A bus driving down a street next to a crowd of people.,"bus,person"
476119,<CAPTION>,A man riding a skateboard down a street.,"person,skateboard"
332351,<CAPTION>,A group of people riding surfboards on top of a wave.,"person,surfboard"
542625,<CAPTION>,A crow sitting on top of a parking meter.,parking meter
302165,<CAPTION>,A group of cows laying down in a barn.,cow
437110,<CAPTION>,A large building with a clock tower on top of it.,clock
320696,<CAPTION>,A man in a wetsuit surfing on a wave.,person
228144,<CAPTION>,A black and white photo of a chair and a mirror.,chair
404534,<CAPTION>,A court diner on the corner of a street.,
166918,<CAPTION>,A group of people sitting at a long table.,person
280779,<CAPTION>,A person in a red jacket skiing down a snowy hill.,person
417465,<CAPTION>,A black bear sitting on a log with his tongue out.,bear
551439,<CAPTION>,A woman sitting in bed holding a red book.,"person,bed,book"
152686,<CAPTION>,A man swinging a tennis racquet at a tennis ball.,"person,tennis racket,sports ball"
546976,<CAPTION>,A man sticking his tongue out while riding a motorcycle.,"person,motorcycle"
511599,<CAPTION>,A group of people standing next to a body of water.,person
157138,<CAPTION>,A piece of cake on a plate with a fork.,"cake,fork"
275791,<CAPTION>,A train traveling down tracks next to a river filled with boats.,"train,boat"
411665,<CAPTION>,A cat looking at itself in a mirror.,cat
572303,<CAPTION>,A long train traveling down train tracks near a forest.,train
41635,<CAPTION>,A black and white photo of cows behind a barbed wire fence,cow
433103,<CAPTION>,A group of children sitting on a bench with laptops.,"person,bench,laptop"
547854,<CAPTION>,A little girl sitting at a table with a plate of pizza.,"person,pizza"
273420,<CAPTION>,A man standing in a room on a cell phone.,"person,cell phone"
5193,<CAPTION>,A group of people standing next to each other holding surfboards.,"person,surfboard"
297427,<CAPTION>,A hamburger with a glazed donut on top of it.,donut
135561,<CAPTION>,"A kitchen with a refrigerator, toaster and blender.","refrigerator,toaster"
30675,<CAPTION>,An orange and black train traveling down train tracks.,"orange,train"
296634,<CAPTION>,Three bowls of food on the ground next to a plate of meatballs.,bowl
538067,<CAPTION>,A group of people flying a kite on a hill.,"person,kite"
61747,<CAPTION>,A woman on skis posing for a picture.,"person,skis"
306139,<CAPTION>,A group of people sitting around a table with laptops.,"person,laptop"
186938,<CAPTION>,A small bird standing on top of a sandy beach.,bird
419882,<CAPTION>,A row of train cars sitting next to each other.,"train,car"
2431,<CAPTION>,A plate of food with a napkin on it.,
351609,<CAPTION>,A bowl of peeled tangerines on a counter.,bowl
127182,<CAPTION>,A kitchen with white cabinets and stainless steel appliances.,
362520,<CAPTION>,A skateboarder is doing a trick in the air.,
530624,<CAPTION>,A dog laying on a bed under a blanket.,"dog,bed"
522751,<CAPTION>,A traffic light on a green pole on a street.,traffic light
473869,<CAPTION>,A man standing in a kitchen preparing food.,person
301061,<CAPTION>,An elephant in the back of a truck eating hay.,"elephant,truck"
50896,<CAPTION>,A bowl of oranges sitting on a table.,"bowl,orange"
218424,<CAPTION>,A group of zebras standing in a grassy field.,zebra
255165,<CAPTION>,A desk with two computers and a laptop on it.,laptop
319100,<CAPTION>,A man and a woman sitting on a couch playing a video game.,"person,couch"
517069,<CAPTION>,A woman sitting on a bench next to another woman.,"person,bench"
418696,<CAPTION>,A church with a steeple and a cross on top.,
446005,<CAPTION>,"A kitchen with a dishwasher, stove, microwave and sink.","microwave,sink"
218362,<CAPTION>,A wall with several clocks on it and a mirror.,clock
502336,<CAPTION>,A black and white photo of people walking down a street.,person
322574,<CAPTION>,A hot dog and french fries in a paper bag.,hot dog
295420,<CAPTION>,A blue truck parked on the side of a road.,truck
429598,<CAPTION>,A kitchen with a white stove top oven next to a refrigerator.,"oven,refrigerator"
186042,<CAPTION>,A man riding skis down a snow covered slope.,"person,skis"
361506,<CAPTION>,A skateboarder doing a trick in the air at night.,
370375,<CAPTION>,A young boy holding a blue baseball bat.,"person,baseball bat"
78959,<CAPTION>,A banana tree with a bunch of bananas hanging from it.,banana
459634,<CAPTION>,A motorcycle is traveling down a mountain road.,motorcycle
110784,<CAPTION>,A woman in a bathing suit standing on a trolley.,person
341681,<CAPTION>,A man swinging a tennis racquet at a tennis ball.,"person,tennis racket,sports ball"
281179,<CAPTION>,A city street at night with a Christmas tree in the background.,
363072,<CAPTION>,A train traveling down train tracks next to a tall building.,train
87244,<CAPTION>,A fire hydrant on a sidewalk in front of a building.,fire hydrant
127135,<CAPTION>,A pig in a cart with a sign on it.,
17031,<CAPTION>,A giraffe standing in front of a lush green forest.,giraffe
452515,<CAPTION>,A tennis player serving the ball during a match.,
314034,<CAPTION>,A herd of cattle standing next to a body of water.,cow
496597,<CAPTION>,Two people in a small boat on the water.,"person,boat"
372307,<CAPTION>,A horse grazing in a fenced in pasture.,horse
431896,<CAPTION>,A yellow and red train pulling into a train station.,train
300842,<CAPTION>,A skateboard with blue wheels and a person's foot on it.,"skateboard,person"
507797,<CAPTION>,A group of elderly people getting on a bus.,"person,bus"
325306,<CAPTION>,A zebra standing on top of a dirt field.,zebra
51961,<CAPTION>,A parking meter covered in graffiti on a sidewalk.,parking meter
242678,<CAPTION>,A person on a horse jumping over an obstacle.,"person,horse"
110884,<CAPTION>,A bathroom with a sink and a toilet.,"sink,toilet"
125806,<CAPTION>,Two black cows nuzzling each other in a field.,cow
544605,<CAPTION>,A street pole with street signs and a no truck sign.,truck
289741,<CAPTION>,Two cruise ships docked at a pier next to a swimming pool.,boat
490515,<CAPTION>,A snowboarder is falling down a snowy hill.,
297396,<CAPTION>,A plate of brownies with white frosting and sprinkles.,
579970,<CAPTION>,"A living room with a couch, chair, coffee table and a television.","couch,chair,tv"
497599,<CAPTION>,A young man looking at a laptop computer.,"person,laptop"
423617,<CAPTION>,A yellow taxi cab driving down a street next to a bus.,bus
289992,<CAPTION>,"A bathroom with a sink, tub, shower and mirror.",sink
90208,<CAPTION>,Three double decker buses parked next to each other.,bus
114871,<CAPTION>,A banana and a piece of cheese on a plate.,banana
550471,<CAPTION>,An orange slice on a plate with a fork.,"orange,fork"
138115,<CAPTION>,A man making a silly face while holding an orange.,"person,orange"
3661,<CAPTION>,A bunch of bananas sitting on top of a wooden table.,banana
34139,<CAPTION>,A man and woman standing next to a giant suitcase.,"person,suitcase"
63154,<CAPTION>,A man riding a wave on top of a surfboard in the ocean.,"person,surfboard"
373315,<CAPTION>,A man riding a skateboard up the side of a ramp.,"person,skateboard"
478393,<CAPTION>,Two cats sleeping on a bed next to a teddy bear.,"cat,bed,teddy bear"
2587,<CAPTION>,A banana and a doughnut in a plastic bag.,"banana,donut"
136915,<CAPTION>,A man in a suit is holding a baseball bat.,"person,baseball bat"
